review,sentiment
"After Dark, My Sweet is a great, modern noir, filled with seedy characters, dirt roads, and, of course, sweaty characters. It seems that most of the truly great noirs of the last two or three decades have taken place in the South, where the men glisten and the ladies, um, glisten too. Why? Because it's hooooottttttttttt. And because everyone looks better wet (at least the men do - sweaty women leave me clammy). <br /><br />Anyway - there might be some spoilers in here. <br /><br />This film is a wonderful example of everything a noir should be - steady pacing (though some with attention disorders refer to it as 'slow'), clearly and broadly drawn (though not simple) characters, and tons of atmosphere. Noir, if anything, is about moods and attitudes. That's why the great ones are not marked by your traditional definitions of 'great' acting (look at Bogart, Mitchum, Hurt, and Nicholson - they (and their characters) were anything but real - but they had style and sass and in a crime movie that's exactly what you want). or quickly paced adventures (again all great noirs seem to be on slow burn like a cigarette). Great noirs create an environment and you just inhabit it with the characters for a couple hours. <br /><br />After Dark My Sweet let's you do that - and it let's you enjoy the company of some very interesting and complex characters. Uncle Bud and Collie are intriguing - never allowing the audience to know what really makes them tick - and Patric and Dern (I love Bruce Dern, by the way) are pitch perfect, Dern especially (see previous comment). They take the basic outlines of a character and give them depth and elicit our sympathies. <br /><br />The story itself is also interesting. There're better plots in the world of noir (hardly any mystery here - mostly it's suspense), but this one is solid. If anything, the simply 'okay' plot has more to do with Jim Thompson's writing than anything else. With Thompson, plots are almost secondary; he eschewed the labyrinthine tales of Hammett and Chandler for simpler stories with stronger, more confusing characters. Look at a novel like The Killer Inside Me and and you'll see right away (from the title) what it's all about. When it comes to Thompson, it's not what it's about, it's how it's about it (to quote Roger Ebert). So, really, the relatively simple plot of a kidnapping is not the point and, if you don't like it, well the jokes on you. <br /><br />Why this is an 8star movie rather than a 10star one is because of the female lead. She's not bad, per se, but she's not Angelica Huston or Anette benning (see the adaptation of Jim Thompson's The Grifters if you don't know what I'm talking about - besides it's a better movie and you should start there for contemporary noir - it's the best of the 1990s and challenges Blood Simple for the title of best since Chinatown). She simply doesn't have the chops (or the looks for that matter) and though she and Patric have some chemistry, I don't have it with her. So there.",positive
"The first hour of the movie was boring as hell. There is no suspense, no action, not even a plot. The movie went no where. I mean they could have made the movie in 15 min short film. Overall, the movie wasn't good at all, and I don't recommend it.",negative
"Halloween is the story of a boy who was misunderstood as a child. He takes out his problems on his older sister, whom he murders at the beginning of the film. This is just the start of things to come from Michael Myers.<br /><br />Donald Pleasance plays the doctor who's been studying Myers for years. He knows that something is different about him, something mysteriously evil. This evil will not be contained, and it cannot be stopped.<br /><br />After an escape from an institution, Myers tracks down his younger sister. If he kills her, there may be an end to the troubles of this misunderstood boy. But he seems to have problems in finishing his sister off as other people get in the way. He manages to take them out while still looking for that one girl he needs.<br /><br />There have been a lot of those horror movies involving teenagers getting hacked to pieces by a masked or gruesome killer. But this one started it all, sort of. If you think about it, most of those horror movies we all remember are the ones that have Freddy Kruger or Jason chasing around half naked girls. Well, if it wasn't for Halloween, those characters wouldn't have haunted our dreams when we were children.<br /><br />Halloween's director, John Carpenter, got a lot out of the horror movies of the '50s and combined everything he knew into one film that scared the hell out of a lot of people back in the late '70s. This films solidified him as a director to watch and also jump started the career of Jamie Lee Curtis, who plays the girl being stalked by the masked killer.<br /><br />This film may seem cliché today, but back then there wasn't much out there like this. It's been copied from and ripped off of, but Halloween will always remain the quintessential teenage horror movie. It still gives you chills listening to Carpenter's thrilling music while we see another victim get chased by that shadowy Michael Myers.",positive
"haha! you have to just smile and smile if you actually made it all the way through this movie. it like says something about myself i guess. the movie itself was created i think as some sort of psychological test, or like some sort of drug, to take you to a place you have never been before. When Wittgenstein wrote his famous first philosophical piece the tractacus (sp?) he said it was meaningless and useless, but if you read it, after you were done, it would take you to a new level, like a ladder, and then you could throw away the work and see things with clarity and true understanding. this movie is the same i think.<br /><br />As a movie it is without a doubt, the worst movie i have seen in a long long time in such a unique way. first of all, this is snipes. i loved watching this guy kick ass in various movies. and i have suffered through a few weak ones. however, although you know the movie might suck, you would never suspect that it could be as bad as it actually was. which is the fun of it. i mean this is snipes. you know it might be good, but it will be alright, right? smile.<br /><br />so this thing on every level is pure boredom, pure unoriginality. the reference to the professional is both dead on and obvious, yet so poorly done as to be comical. there is not one character in this movie that is interesting, in the least. and to make the whole thing more surreal, they have a soundtrack that sort of sounds like parts to various Bourne identity type movies, only isn't quite right. in fact, although it seems close to action movie background music, it just so happens it is done in a manner that will grate on you fantastically.<br /><br />then all the scenes in the total pitch black, where honestly since the characters are so flat, you don't really care whats going to happen, but regardless, after it happens and someone is killed, you just say to yourself, was i supposed to see that? what else? how about scenes with blinding, obnoxious flashing at a strobe lights pace, for a period of time that is too long to bear. sure let's throw that in. how bout this though. when you are straining and your eyes cant handle it any longer, do some more of these in the dark kills where you really don't see what happened. and on top of that, lets face it you don't care. you were past bored way from the beginning.<br /><br />so i drifted in and out a couple times, but i caught almost all of this movie. and it becomes something you can watch, without something that engages your mind on any level, therefore, it becomes something you can effectively zone out with, and begin to think about your life, where its going, where its been, what we are as people.<br /><br />and that... that is the true magic of this film.",negative
"I also saw this upon its release in '56, and have been struck since then with its final scene. If this is an answer to 'High Noon,' then it's an apt and apposite response. The notion that, as this string is headed, ""The town comes together"" is a much stronger message than the lonely personal heroism of 'High Noon.' In this theme, 'Concho' is a phenomenal precursor of one my other all-time favorites, 'The Magnificent Seven.' Both Sinatra and Conrad give impressive and convincing performances, especially Sinatra's transformation from bullying kid brother to liberating town savior. I can only hope that at some point all the friends and family on whom over the years I've inflicted my affection for this movie will have the opportunity to experience it for themselves.",positive
"Another awful movie from Hollywood. This time a female helps the revolution in a central American country. yeah yeah yeah. Hey lets make a movie without any sense of realism AT ALL. I am so sick of movies like this one. The actors and actresses are lousy, the effects are cheesy and the dialog horrible. And suddenly i see John Rhys-Davies as the evil president. From Gimli to Hugo Louis Ramos. I bet he is very proud of this. Well i shouldn't have expected much of this movie and i didn't. And i am glad cause this sucks bigtime. I wonder what kind of people who like this movie. My guess is younger people aged 12-16. And i guess some people like because of Kristin Dattilo. Well i am in neither of those group and i hate it. Rating: 2",negative
"TV does influence society...just look at the surge in popularity of cappucino shops after this shallow little piece of work debuted. Besides, real people who look as good as these people do don't have any problems.<br /><br />Besides, does anyone really believe that these people can afford to live in a nice Manhattan loft considering what they do for a living? NBC just loves to insult the viewer's intelligence, even if they're just around Gump's level. I know a person who makes $100,000 a year as a web designer and lives in a tiny one-bedroom apartment in Manhattan that costs $2200 a month in rent. <br /><br />I'd like to see a show called Phriends, where it's six ugly nobodies in dead-end jobs, living in a crummy neighborhood where sirens constantly wail and someone gets mugged every week...and then the landlord jacks up the rent. Now THAT I would watch.",negative
"Sometimes a movie cannot easily be classified. Such a film is ""Tank Girl"", part cartoon, part comedy, and part action flick. I'm sure somewhere there is an audience for ""Tank Girl', but it is extremely small, perhaps punk comic book readers. Most viewers will be looking for an early exit or living with the fast forward button. The only redeeming quality are short bursts of humor ""find me a microscope and a pair of tweezers"", but these tiny moments of comic relief are far outweighed by the sophomoric action sequences. There is no character development, which is not surprising, since the source is a comic book. Do yourself a favor and avoid, avoid, avoid. - MERK",negative
"Animated shorts just don't get much better than this wonderful Canadian film. This short feature is dripping with Canadian references, and so, this film will probably be appreciated by Canadians most of all. But the basic story is universal, and it is told lovingly by writer Roch Carrier. It is a hilarious story that I have known for quite sometime, and I was recently fortunate enough to see it again, so I simply HAD to write a hearty recommendation for it. This is a masterpiece, and a must-see whether or not you are Canadian.",positive
"I watched the Pie-lette last night and the word that comes to mind is ""original."" It is a word not used much in TV as they all tend to copy whatever the other network is doing and you end up with seven nights of crime shows, unfunny comedies, and reality crap.<br /><br />The first thing that hit me like a brick was the presence of Jim Dale. Those not familiar with the British ""Carry On ..."" series or those who have not listened to a Harry Potter book, may not be familiar with Dale. I am not sure whether his presence as narrator adds or distracts. I will have to tune in more, but it does give the show a ""Harry Potter"" atmosphere. Maybe that's a good thing.<br /><br />Lee Pace (Infamous, The White Countess) has a gift. It never explains where he got it, but he can bring someone back from the dead for a minute. He teams with Chi McBride (""Boston Public,"" Roll Bounce) to solve murders using this talent. Everything is fine and funny until he comes across a childhood love, Anna Friel (Goal! The Dream Begins, Timeline) and things really get complicated. He can't send her back and he can never touch her. Boy, would that make a relationship difficult.<br /><br />I will be tuning in to see where this series goes in the expectation that it will continue to entertain.",positive
"Gillian Anderson is an arrogant, driven, career woman who picks up working class oik Danny Dyer for a night of fun. After a stupid accident in the countryside, they are brutally attacked. After recovering, and after a chance meeting with one of the attackers, their thoughts turn to that of revenge...<br /><br />I thought ""Straightheads"" was terrible. Violent, brutal, misogynistic and unpleasant. If I didn't dislike the phrase a great deal I would call ""Straightheads"" a video nasty. Certainly it was the kind of film that would have had a no budget release straight to video during the dark days of the 1980's. Frankly I don't know how ""Straightheads"" got a cinema release.<br /><br />I am not a prude. I don't mind sex and violence in the movies, but they have to be married to a movie with a) a good plot or b) good characterisation or c) preferably both. ""Straightheads"" had neither. No progression in the plot or the characters and too much left unexplained and unsaid. Luckily ""Straightheads"" went nowhere fast. It was only 80 minutes long.<br /><br />It was a shame, because there was the germ of an interesting film here, with an especially interesting turn in the plot in the last third. How often do I say this, but it could have been good if it had been done properly. What a shame. I really like Gillian Anderson and Danny Dyer, but they were on a hiding to nothing with this film. She, especially, is very underrated (and is still particularly fit).<br /><br />If you want to see a good British revenge movie, rent or buy Shane Meadows' ""Dead Man's Shoes"". It is a little masterpiece. Last weekend I should have seen his ""This Is England"" instead. Ce sera sera...",negative
"Greg Davis and Bryan Daly take some crazed statements by a terrorists, add some commentary by a bunch of uber-right reactionaries, ascribe the most extreme positions of the most fundamentalist Moslems on the planet to everyone who calls themselves a Moslem, and presents this as the theology of Islam. Maybe their next film will involve interviewing Fred Phelps and the congregation of the Westboro Baptist Church, adding commentary by some militant atheist ""scholars, and call their film ""What the World Needs to Know About Christianity."" Ultimately, this film suffers from both poor production values and lack of attention to the most basic standards of journalism. Don't waste your time and money; just turn on your AM radio and listen to Rush Limbaugh for a couple of days for free and you'll get the same message with the same level of intellectual analysis.",negative
"The Soloist has all ingredients to impress the Academy. Its director, Joe Wright, has already authored a best picture candidate. The leading actor, Robert Downey Jr., starred in a widely praised superhero film. Finally, the movie itself is a drama. When it was mysteriously pulled from release in late 2008, filmgoers and critics were baffled. Now that I've seen it, I assure you Universal didn't just delay this film to promote Iron Man-Oscar buzz. The Soloist is a weak drama with no external conflict that is vastly inferior to any 2009 best picture candidates.<br /><br />Downey and co-star Jamie Fox aren't to be blamed for this mishap. Joe Wright is largely at fault but even he can't save a Lifetime story. Many movies are too complex and alienate viewers. This one is unusually simple. It's a movie about a newspaper reporter, Steve Lopez (Downey), who befriends a homeless musician, Nathaniel Ayers (Jamie Fox). That's it. Ayers is schizophrenic and doesn't resonate with Lopez's traditional approach to friendship. The two become friends. They begin this movie as acquaintances and are BFFs by its end. Tension consists of moments like this: will Ayers let Lopez take him to the homeless shelter? This material would have been better suited as a made-for-TV production rather than a feature film.<br /><br />Wright includes many scenes of cheap humor to obscure the lack of content. Lopez battles yard-defiling raccoons in what I consider a sub-plot. Do you remember when this happened in Atonement or Pride and Prejudice? Those films were structured enough to permit an occasional joke but nothing so prolonged. Ayers' back story is fleshed out when it doesn't need to be. Worst of all, these scenes are not connected and appear at random intervals. It's a way of admitting that the main story carries little appeal. Nathaniel was a violin prodigy with a tough upbringing (I was too). This is a fabricated attempt to create sympathy with Ayers when most of us already have it. He's a homeless schizophrenic for crying out loud! The movie somewhat conveys humanity's love for music, like Amadeus and Beethoven Lives Upstairs. It isn't as effective as either of those pictures, however. The entire film is hinged on Ayers' schizophrenia. It ultimately is how he interacts with everyone else. His being a musician is a nice touch but hardly worth including. The film doesn't incorporate this characteristic fully into his persona. Take music out of Amadeus or Beethoven Lives Upstairs, and no film remains. The Soloist is more about friendship in general than music. Nathaniel could be a writer or film critic and few lines of dialog would need to be seriously altered.<br /><br />This is only Joe Wright's third film, and his first that isn't a romance staring Keira Knightley. Let's hope this film isn't an indication of how limited his abilities are. There are stylistic nods to his earlier works but The Soloist is much weaker than either of them. In his defense, Universal should not have agreed to widely release this picture. This film seems tailored for Imagine Entertainment (distributors of Changeling). I wouldn't be so disappointed with it if had a limited release. Its poor box office performance may inhibit better dramas from being distributed nationally.",negative
"The final frames of the original ""American Graffiti"" provide one-line summaries of the fates of the film's four central male characters. While somewhat sexist in omitting the female characters, the ending of the original film provided all the information about those people that even the most ardent fan of the movie would want. However, someone felt that mega-bucks could be made by detailing the dreary lives of these characters after the original film ended. Bad move. Making an insurance salesman and his wife, a nerdy private in Vietnam, a drag race driver, and a overgrown hippie into interesting characters in interesting situations was far beyond the talents of those who wrote this nearly unwatchable movie. While most of the original cast is back, with only Richard Dreyfuss having the good sense to stay away, ""More American Graffiti"" is a mess of silly situations that involve protests, car races, country singers, and the Vietnam war. The use of split screens, once thought innovative and daring, is overused here to the point of distraction and adds confusion to the already confused goings one. This is a sequel that demonstrates nearly everything that can go wrong with a sequel. Perhaps it should be screened in film schools as a lesson. Even the use of period music, which was a delight in the original, is poorly done here. If you want more ""American Graffiti,"" see the original twice.",negative
This is a really obnoxious show. It is in fact an example of how low television has fallen since 'reality' got in style. Tanya is pretty but she is also extremely rude and has awful taste. Is a house show the place for sex appeal? Apparently some males like the show because they find Tanya attractive. The other boss is not pretty but he's fully as rude and also has awful taste. It is unfortunate that so many houses have to be shown while someone is still living in them. Most of the people who are allegedly viewing these houses before changes are made should be moving into brand new houses or completely empty ones so they will not be insulting anyone. Most of them ..like the 'crew'..need to be taught manners. I can imagine how awful the British show is since the British reality shows tend to be even worse when it comes to manners and taste.<br /><br />What happened to the Arts and Entertainment channel? When it started out (and for some years afterward) it was filled with treats. Now it's one big trash machine.,negative
"I had never heard of Dead Man's Bounty when I saw it at the DVD store a few weeks ago, and I thought I had stumbled upon an unrecognized gem, since it had Val Kilmer in it in a truly unique role. Sadly, it wasn't more than ten or fifteen minutes into the movie that I realized that this is a disaster of epic proportions. The first clue you will see of how genuinely awful this movie is comes near the beginning, when you have a bunch of dirtbags in an old saloon laughing like a bunch of hyenas in a scene that goes on about five times too long. It's unbelievable how bad it is. And sadly, it doesn't get any better.<br /><br />Val Kilmer is featured prominently on the movie's cover box, maybe to trick you into thinking that he has a role in the film, but unfortunately his bizarre role as a dead man is overlooked in favor of focusing on a bunch of half-wit crooks and the most inept conceptualization of a unique town sheriff that I've ever seen in a movie. He's played by Boguslaw Linda, who is unable to or uninterested in covering his Polish accent, immediately making it impossible that the movie is meant to take place in the American old west. <br /><br />Does Poland have this type of frontier past? I don't know. My knowledge of Polish history is not my strong point, but I can tell you this, The Sheriff, as he is known in the movie, is the worst representation of law enforcement that I can ever remember seeing in a movie. He is introduced in a truly ridiculous scene where he is wearing some kind of blindfold and a roomful of men take turns punching him in the face. Before they start hitting him, he explains that they can each hit him once, and then, after the first round, they will each hit him again, and if he can identify who is throwing the punches, they lose. What the hell is this crap? I am completely at a loss to explain why a scene like this would ever be put into any movie. <br /><br />Throughout the movie, the Sheriff continues to appear more and more beaten and bruised and drunk and battered, until ultimately he does nothing but show up occasionally, stumbling on screen and mumbling ""notwithout...the law"" You see, there is a lot of talk and preparation for a hanging, the details of which are as meaningless as the rest of the movie. <br /><br />It takes place, by the way, in a town that consists of nothing more than two ramshackle wooden buildings facing each other across a flattened bit of dirt that is more of a path than a road. My understanding is that it is a part of Poland that is supposed to look acceptably enough like the American southwest, where none of the characters, except maybe the dead guy, could possibly have come from.<br /><br />I have heard that Val Kilmer accepted the role because he was intrigued by his unique role, and also by director Uklanski's minimal use of dialogue in favor of a reliance on cleverly timed juxtaposition of images in unique visual montages. <br /><br />Yeah, whatever. <br /><br />Seems to me that Kilimer was unable to overcome what must have been the truly satisfying feeling that he must have gotten when he was offered the role. Personally, I would really feel that I had reached quite some level of success if someone approached me and offered me probably a few hundred thousand dollars to come and lay still for a while. I like to think that he didn't even read the script for this mess, because if he did I am at a total loss to understand why he accepted the role.<br /><br />At any rate, the movie opens with a man bringing in the corpse of a man, played by Kilmer, seeking the reward. Soon he finds himself embroiled in a ludicrous love story involving the town prostitute, the alcoholic Sheriff, and lots of mayhem involving a series of stupid, stupid characters. <br /><br />There is also a extensive and preposterous lack of understanding of American rituals. In one scene, a man cuts a cherry tomato in half and squishes the halves into Kilmer's eyes (for what reason, I can't imagine), and then later, a man makes a short speech over Kilmer's corpse, in which he explains that he was ""one of the finest men we ever had,"" and then he proceeds to lop his head off with a shovel. What the HELL?? <br /><br />Not convinced yet? Here are some more reasons not to watch it. In one scene the Sheriff appears to be covered with ash, except for the perfectly clean areas around his eyes and what can only possibly be described as bright red lipstick. A man gets a head wound that drenches his head and body in blood. In a daze, he cauterizes it with gunpowder. Smart. Near the end, the Sheriff appears to have a broken arm. Sitting at the bar, he puts a rope around his neck and connects it to his injured arm, and uses his good arm to pull on the rope, lifting his shaking beer glass in his bad arm to his mouth, rather than using his good arm to drink. Also smart. <br /><br />Why doesn't he just use his good arm? I have no idea. That, like everything else in the movie, makes no sense whatsoever, like the title. Summer Love? Are you kidding me? Avoid this mess at all costs. <br /><br />In the meantime, here's something for the IMDb Goofs page  <br /><br />Errors made by characters (possibly deliberate errors by the filmmakers) : This movie got made. HA!",negative
"A Disney movie that dares to do something different should at least be awarded for effort. ""Holes"" doesn't make the same mistakes as one would expect from a Disney movie about troubled teenagers put in a camp. For the first time events are not explained in details. The flashback scenes really do serve a purpose and present several mature topics that may surprise the viewer. I must admit that at first I was a bit put off by the seriousness of the movie. But soon I realized that we had to endure those moments to see the beauty of the story. Besides the story this movie also does a good job of questioning some methods that are used in correctional facilities. (One example where Caveman is forbidden to teach Zero to read because they have to dig holes in order to build character,like learning to read won't contribute to that). ""Holes"" is a movie that is smart and beautiful. A must watch!",positive
"""Kids Like These"" could have been a decent film, given the subject matter. But instead it has become a below-average, run-of-the-mill TV-movie of the week, with not much going for it. The acting is stale, the plot predictable and the direction non-existent. For a better movie on the same subject, try the excellent ""Le Huitième Jour"", a film that really cares about the people with Down-syndrome. In ""Kids Like These"" they are merely used as an excuse for weepy sentimentality. Pretty appalling. 1/10",negative
"I loved This Movie. When I saw it on Febuary 3rd I knew I had to buy It!!! It comes out to buy on July 24th!!! It has cool deaths scenes, Hot girls, great cast, good story , good acting. Great Slasher Film. the Movies is about some serial killer killing off four girls. SEE this movies",positive
"An American in Paris was, in many ways, the ultimate mixture of art and Hollywood musical. Made at the height of MGM's powers as a musical powerhouse, the film features memorable music from the Gershwins, who rightly have been called the 20th Century's equivalent of Beethoven and Mozart. <br /><br />Gene Kelly was also at the height of his powers in this film, though it could be rightly argued that this movie was just the warm-up for his best work in Singin' in the Rain (1952). The two films are actually closely linked. Aside from the Arthur Freed connection, the Broadway Melody segment in ""Rain"" owes its existence to the incredible American in Paris Ballet sequence in this film. This might well have been the only time a dance number is specially mentioned in the opening credits of the film. And it deserved to be, as it showcases Gene Kelly's skills as a dancer and choreographer to their utmost degree.<br /><br />The film's cast is uniformly excellent. Leslie Caron, incredibly making her film debut, shows a maturity that makes you think she'd been making films for years. Her introductory dance sequence, and later her work on the Ballet, provides some surprisingly sexy moments rivalled in MGM Musicals only by Cyd Charisse's work in Singin' in the Rain and The Band Wagon. Oscar Levant is hilarious as Kelly's stoic pal, who gets two of the film's best moments: during the end party sequence (which I will not give away for anyone who hasn't seen the film), and one of the film's most memorable musical numbers which couples his incredible piano skills with state-of-the-art (for the time) special effects.<br /><br />Less memorable are Georges Guetary as Kelly's romantic rival, though he does get a few musical highlights, and Nina Foch as Leslie Caron's romantic rival. The May-December relationship between Kelly's character and Nina's reminded me of the same ""kept man"" relationship seen between George Peppard and Patricia Neal in Breakfast at Tiffany's.<br /><br />There are a few elements of the film that made it less satisfying for me than Singin' in the Rain. The Ballet, though lavish and well-produced, doesn't really fit with the rest of the movie. Without giving away the plot, the Ballet just happens, with no real rhyme or reason. And unlike the Broadway Melody sequence, it really doesn't have anything to do with the plot -- and in the best musicals, the songs always have some sort of raison d'etre. <br /><br />Making matters worse is the ending of the film which happens immediately after the Ballet. Although the ending shouldn't be a surprise (this IS an MGM musical, after all), I was hoping for a bit more ... movie after the Ballet ended. It's as if director Vincente Minnelli felt that he couldn't follow the Ballet with anything else. The film literally left me in the lurch.<br /><br />That negative aside, An American in Paris rightly ranks alongside the best of Hollywood's musicals. It doesn't quite reach the heights of Singin' in the Rain, but it comes close and it remains a testament to Gene Kelly's skills as one of the greatest dancers of all time.",positive
"If you are having a bad day,or bad week. If you are looking for a film that will make you laugh and forget about your troubles. I don't think Role Models is that movie for you.<br /><br />The film centers around Danny(Paul Rudd) and Wheeler(Seann William Scott) Two juice promoters, who go to schools promoting the product, telling kids to stay off drugs, and more juice. But Danny is having the worst week ever, and crashes his company car, with Wheeler in the seat next to him. His soon to be ex girlfriend Beth(Elizabeth Banks) who is a lawyer, manages to avoid getting them jail time, by doing hours of community service, volunteering at a big brother place called Sturdy Wings led by Gayle(Jane Lynch). Wheeler is assigned to Ronnie(Bobb'e J Thompson) who is 10 years old, and has a foul mouth like he's Chris Rock. Danny is assigned to Augie(McLovins, Christopher Mintz-Plasse) who likes to dress like a knight, and fight like he is in medieval times. But will this be good for Danny and Wheeler, or will they be better off in jail?<br /><br />Okay I'm not gonna beat around the bush, this movie was very unpleasant in many ways. Namely the Ronnie character, hearing those bad words coming out of a kid that young, was very shocking. If he was a little bit older, it would not have mater'd as much. I mean what where his parents thinking, when they sign'd him on to this. Elizabeth Banks character is so unwatchable, maybe I was supposed to feel bad for her character, but I felt nothing, because she is annoyingly predictably portrayed as a female who would be played in these types of comedies. And Jane Lynch, who's the worst of the worst. She delivers the most overacting performance ever. Playing a former drug addict, who acts like she still is on drugs. Listening to her give all that annoying dialog, made me want to throw my head up against the wall. Seann William Scott once again playing another Stifler like character, he should really try to separate himself, and this film won't do it. And the more Scott tries to hard to be funny, is what keeps him from being funny.<br /><br />Now Paul Rudd on the other hand, I'm gonna separate from the others in the film, cause he manages to deliver a solid performance, although he does not get higher laughs, but he is the most interesting character from the rest. Cause Rudd does not overact, and does not try so hard. The scenes with him and Mintz-Plasse are watchable. But the rest of the film is so stupid, it picks up at times. But it becomes so predictable and uninteresting. It is a reminder that these types of comedies try nothing new, there all the same, they take no chances. Role Models is an example of that.",negative
"In a small, picturesque Sicilian village, someone is brutally killing young, sexually curious boys. The local police force keep busy trying to track the killer and whittle the list down to five or so main suspects, including voyeuristic village retard Giuseppe (Vito Passeri) and an elusive, grungy, voodoo doll-poking backwoods witch named Maciara (Florinda Bolkan). There's also Don Alberto (Marc Popel), a handsome young priest who runs the local boy's school, Andrea (Tomas Milian), a journalist helping to aid the police, and the beautiful Patrizia (Barbara Bouchet), a gorgeous, but seriously screwed-up drug addict who seems to have a thing for very (I mean, VERY) young boys. As typical with the giallo subgenre, the plot won't be fully revealed until the last few frames, but if you can hang in there long enough, this film pays off. The script (written by Fulci, Gianfranco Clerici and Roberto Gianviti) keeps red herrings to a minimum and will keep you interested and the story is ably supported by excellent location work, cinematography (by Sergio D'Offizi) and musical score (by Riz Ortolani). The acting, particularly Bolkan, is also very good. Fulci fans who were weaned on his 80s grotesqueries like THE BEYOND and ZOMBIE will find more artistry and less gore on display here than they might anticipate, but they'll still enjoy a particularly nasty chain whipping scene in a cemetery (bizarrely, yet effectively, set to singer Ornella Vanoni's ballad ""Quei giorni insieme a te"") and a long tumble down a rocky embankment that Fulci liked so much that he reused it in his film THE PSYCHIC (1977). Scenes of the children being killed is mainly kept off screen (except for a brief strangulation), but the camera doesn't hesitate to linger on their corpses. The film was not released theatrically in America and, presumably because of some anti-Catholic elements in the storyline, received only a limited theatrical release in Europe.",positive
"Tarantino once remarked on a melodrama from the 1930s called Backstreet that ""tragedy is like another character"" in the film. The same could be said- and not withstanding bringing up Tarantino- for Sidney Lumet's best work in years, a melodrama where character is of the utmost concern not simply because of what's at stake with the cast involved. Kelly Masterson doesn't have a masterpiece of a script here (it basically breaks into crazy killer mode by the end in a series of climactic events that only work by the very end, and even there suspension of disbelief is paramount), but her script does convey character before plot, and in a story where the actions surround a heist it's crucial to know who these people are beat by beat. It's bleak as hell, unforgiving as Satan, but also absolutely riveting 90% of the time.<br /><br />Chalk it up not just because Lumet knows how to handle a non-linear script where we see the day-to-day actions of character to character before during, and mostly after the botched 'mom-&-pop' jewelry store robbery occurs, but because of the formidable cast assembled (which, I might add, is Lumet's specialty). Philip Seymour Hoffman and Ethan Hawke are brothers with their own respective financial f***-ups, and the former approaches the latter on what looks like a fool-proof heist: looting their own mother and father's jewelry store in Westchester. Hawke's Hank involves another shady character though, murders occur, and suddenly it's tragedy on a Greek scale affecting the brothers and their father, played by a perfect Albert Finney. It's the kind of material that most actors love- characters who, like in Dog Day Afternoon, are painfully human, flawed to the bone but only wanting love &/or things to be set right, and have the complete inability to fulfill their wants and needs.<br /><br />In this case though Hoffman and Hawke are matched splendidly; Hoffman has, until the aforementioned last ten minutes, a super-calm and occasionally joking demeanor that reveals him as the brains of the operation, but then smaller scenes where he breaks down emotionally (i.e. with Finney or the car scene with Tomei) push his talents to the limit; Hawke, meanwhile, is called a loser by his ex-wife and daughter, can't pay any debts at all, and is called a baby by his own father, and he fills the bill of the part in all the ways that matter- he's not quite as flawed as his older brother, but who wants to pick a straw for that title? And Finney, as mentioned, is spot-on all the way through, making his turn in Big Fish look like child's play (the final scenes with him are terrifyingly tragic, his face recoiling in a horror that has built up all through the second half).<br /><br />Also featuring supporting turns from a finely ditsy and perversely two-timing Marisa Tomei, Bug's Michael Shannon as bad-ass white trash, and Amy Ryan, Brian F. O'Byrne and Rosemary Harris making brief, exact impressions, this is a film with a tremendous lot of skill and heart- but not a forgiving heart- with a story that doubles back on details not for showy plot devices but to make clear every step of a family's perpetual downward spiral. If it's not as mind-blowing as Serpico or Network or the Pawnbroker or 12 Angry Men it comes as close as anything Lumet's done since.",positive
"It is an interesting exercise to witness the early works of great artists. Sometimes, even without the 20/20 vision that hindsight offers you can see the cogs and wheels that make these people what they are. Following is one such look into the past of Christopher Nolan, one of the great time-warping story-teller of today.<br /><br />Christopher Nolan's style of film-making puts a great deal of emphasis on the delivery of the story. Although people might complain it relies too much on the back-and-forth shifting of time, I still find it fascinating to see how he uses that one technique differently each time. Memento was probably the most convoluted piece of story-telling I have ever seen. Discount the hardened cynics who say it is an old piece of meat wrapped in fancy dressing. Memento shows how even the simplest of stories can be turned into a mind-bender. The Prestige, which was considerably stripped down in comparison, still showed creativity in how its three stories were interwoven. Even in a jaded enterprise like the Batman series did Christopher Nolan sprinkle some of his outstanding yarn-weaving tricks, breathing new life into the dark knight.<br /><br />Following is an intense tale of intrigue and mystery, where we see a dilettante writer, who becomes a reluctant voyeur, who becomes an unknowing accomplice to a variety of petty crimes, and finally sees an end no one could have expected. Having never heard of Following before, I had no idea what I was to expect. At every point the film kept me guessing as to where it was leading me. Since the mystery angle was clear, I was constantly trying to figure out what was going to happen next. And that is where I think the film succeeds so well. The film has many elements that led me off on many wild goose chases.<br /><br />The film is entirely in black and white and told in multiple timelines, both of which are considered gimmicky these days. Following does all of this in the least formulaic or contrived way possible. There doesn't seem to be a reason why the story is told in the way it is, but you don't feel like you are being taken for a ride. The lack of pretension or self-aware arrogance is what makes this style of story-telling work. Highly recommended!",positive
"Shrek, anyone? Well, imagine Shrek in the ice age. Remember the ending of Shrek? Of cause you do. Now, imagine, that Shrek turns into a human, and so does the princess. Get it? Nice animation, actually, much more of an art work than Pixar and Disney pictures, which are trying to get as close to reality as possible in their drawings. Strong one-liners, some social comments that kids won't understand, the good guys win. One thing more: Scrat. By the way, how does everybody know his name is Scrat? 7/10",positive
